ID venda,Data,Canal,Tipo_pagamento,Estado,Cidade,Produto,Quantidade,Valor_Unitario,Custo_Unitario,Categoria_Produto,ID_Parceiro,ID_Cliente,Genero_Cliente,Data_Nascimento_Cliente,Feedback_Cliente,Status_Entrega,Cupom_Utilizado,Flag_Primeira_Compra
VND01793,2025-11-23 15:56:19,Ecomm multi,mooz pix,SP,Santo André,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,,CLI0283,Não-binário,1969-08-18,Amei o cheiro!,Entregue no Prazo,QUERO10,Sim
VND01794,2026-05-25 19:06:19,VD,mooz pix,SP,São Carlos,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,REV0011,,,,,,,
VND01794,2026-05-25 19:06:19,VD,mooz pix,SP,São Carlos,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,REV0011,,,,,,,
VND01795,2025-04-06 20:23:26,VD,outros meios de pagamento,PR,Cascavel,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,REV0007,,,,,,,
VND01796,2025-05-30 12:13:04,VD,mooz cartões,RJ,Niterói,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0034,,,,,,,
VND01797,2025-04-30 15:48:09,Ecomm multi,mooz pix,MG,Ipatinga,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0308,Não-binário,1999-11-08,,Entregue no Prazo,,Não
VND01798,2025-04-05 19:39:40,Ecomm multi,mooz cartões,SP,Mogi das Cruzes,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,,CLI0118,Não-binário,1974-04-27,,Entregue no Prazo,,Não
VND01799,2024-11-03 20:53:24,VD,mooz cartões,SP,Santos,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,REV0055,,,,,,,
VND01800,2025-07-23 20:31:59,Ecomm multi,mooz cartões,SP,Campinas,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,,CLI0351,Masculino,1963-07-09,Amei o cheiro!,Entregue no Prazo,,Não
VND01800,2025-07-23 20:31:59,Ecomm multi,mooz cartões,SP,Campinas,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0351,Masculino,1963-07-09,Amei o cheiro!,Entregue no Prazo,,Não
VND01801,2025-02-09 20:59:18,VD,mooz cartões,MG,Contagem,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,REV0057,,,,,,,
VND01802,2025-06-04 12:04:29,VD,outros meios de pagamento,BA,Feira de Santana,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0052,,,,,,,
VND01803,2025-09-01 19:12:52,VD,mooz pix,RS,Canoas,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,REV0014,,,,,,,
VND01804,2024-01-25 22:05:17,Ecomm mono,mooz pix,MG,Uberlândia,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,,CLI0183,Feminino,2001-01-25,,Entregue no Prazo,,Não
VND01805,2025-06-15 19:36:46,Ecomm multi,mooz pix,SP,Sorocaba,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,,CLI0083,Feminino,1964-10-03,,Entregue no Prazo,BOTAO20,Sim
VND01806,2026-02-14 13:39:44,lojas,mooz pix,PR,Guarapuava,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,FRQ012,,,,,,,
VND01807,2026-05-01 12:06:29,lojas,outros meios de pagamento,PR,Cascavel,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ025,,,,,,,
VND01808,2024-12-23 13:24:54,Ecomm mono,mooz cartões,MG,Poços de Caldas,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0079,Feminino,1963-10-24,,Entregue com Atraso,,Não
VND01809,2024-09-04 20:12:50,VD,mooz pix,SC,Criciúma,Malbec Desodorante Colônia 100ml,4,,84.0,Perfumaria Masculina,REV0050,,,,,,,
VND01810,2024-05-04 12:21:01,Ecomm multi,mooz cartões,MG,Montes Claros,Shampoo Match Escudo De Hidratação 300ml,1,47.9,14.0,Cabelos,,CLI0385,Masculino,2002-07-28,,Entregue com Atraso,,Não
VND01810,2024-05-04 12:21:01,Ecomm multi,mooz cartões,MG,Montes Claros,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0385,Masculino,2002-07-28,,Entregue com Atraso,,Não
VND01811,2024-08-31 13:08:30,VD,outros meios de pagamento,MG,Divinópolis,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,REV0051,,,,,,,
VND01812,2024-12-03 12:59:11,Ecomm multi,mooz cartões,AM,Manaus,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0025,Feminino,2003-06-27,,Entregue com Atraso,MAES15,Sim
VND01813,2025-04-15 12:16:50,Ecomm mono,mooz cartões,DF,Brasília,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,,CLI0119,Não-binário,1982-05-27,Amei o cheiro!,Entregue no Prazo,,Não
VND01813,2025-04-15 12:16:50,Ecomm mono,mooz cartões,DF,Brasília,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,,CLI0119,Não-binário,1982-05-27,Amei o cheiro!,Entregue no Prazo,,Não
VND01814,2025-10-01 13:43:43,Ecomm multi,mooz pix,PR,Maringá,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0101,Masculino,1992-08-09,,Entregue no Prazo,MAES15,Sim
VND01814,2025-10-01 13:43:43,Ecomm multi,mooz pix,PR,Maringá,Shampoo Match Escudo De Hidratação 300ml,4,47.9,14.0,Cabelos,,CLI0101,Masculino,1992-08-09,,Entregue no Prazo,MAES15,Sim
VND01815,2025-09-12 20:04:49,lojas,mooz cartões,RJ,Rio de Janeiro,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,FRQ025,,,,,,,
VND01816,2024-05-04 19:04:40,lojas,mooz cartões,SP,Santos,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,FRQ007,,,,,,,
VND01817,2025-03-20 12:53:15,lojas,mooz cartões,SP,Bauru,Shampoo Match Escudo De Hidratação 300ml,2,47.9,14.0,Cabelos,FRQ019,,,,,,,
VND01817,2025-03-20 12:53:15,lojas,mooz cartões,SP,Bauru,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ019,,,,,,,
VND01818,2025-06-30 12:56:40,Ecomm multi,mooz pix,MG,Uberlândia,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0090,Não-binário,1980-02-01,,Entregue no Prazo,BOTAO20,Não
VND01819,2024-11-16 12:39:26,Ecomm mono,mooz pix,RJ,Duque de Caxias,Lily Lumière Eau de Parfum 75ml,4,329.9,145.0,Perfumaria Feminina,,CLI0351,Masculino,1963-07-09,,Entregue com Atraso,,Não
VND01819,2024-11-16 12:39:26,Ecomm mono,mooz pix,RJ,Duque de Caxias,Shampoo Match Escudo De Hidratação 300ml,1,47.9,14.0,Cabelos,,CLI0351,Masculino,1963-07-09,,Entregue com Atraso,,Não
VND01820,2024-08-14 22:16:01,VD,mooz pix,BA,Camaçari,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,REV0064,,,,,,,
VND01821,2024-12-22 19:42:50,VD,outros meios de pagamento,SP,São Carlos,Botik Sérum Alta Potência Ácido Hialurônico 30ml,4,169.9,59.0,Maquiagem e Skincare,REV0050,,,,,,,
VND01821,2024-12-22 19:42:50,VD,outros meios de pagamento,SP,São Carlos,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,REV0050,,,,,,,
VND01822,2024-12-30 12:44:09,VD,outros meios de pagamento,PR,Cascavel,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,REV0050,,,,,,,
VND01823,2024-01-24 19:12:20,Ecomm mono,mooz cartões,ES,Serra,Shampoo Match Escudo De Hidratação 300ml,4,47.9,14.0,Cabelos,,CLI0004,Feminino,1997-07-02,,Entregue no Prazo,,Não
VND01823,2024-01-24 19:12:20,Ecomm mono,mooz cartões,ES,Serra,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0004,Feminino,1997-07-02,,Entregue no Prazo,,Não
VND01824,2024-03-16 13:43:13,Ecomm multi,mooz pix,MG,Belo Horizonte,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,,CLI0271,Feminino,1978-08-23,Chegou super rápido.,Entregue no Prazo,,Não
VND01824,2024-03-16 13:43:13,Ecomm multi,mooz pix,MG,Belo Horizonte,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0271,Feminino,1978-08-23,Chegou super rápido.,Entregue no Prazo,,Não
VND01825,2024-06-13 19:01:50,VD,outros meios de pagamento,SP,São Paulo,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,REV0032,,,,,,,
VND01826,2025-06-07 13:58:53,lojas,mooz cartões,SC,Florianópolis,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,FRQ029,,,,,,,
VND01827,2024-12-27 12:18:34,Ecomm mono,mooz cartões,MG,Juiz de Fora,Lily Lumière Eau de Parfum 75ml,4,329.9,145.0,Perfumaria Feminina,,CLI0002,Feminino,1974-03-24,Amei o cheiro!,Entregue no Prazo,,Não
VND01827,2024-12-27 12:18:34,Ecomm mono,mooz cartões,MG,Juiz de Fora,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,,CLI0002,Feminino,1974-03-24,Amei o cheiro!,Entregue no Prazo,,Não
VND01828,2024-06-13 19:44:27,lojas,outros meios de pagamento,MG,Uberaba,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,FRQ011,,,,,,,
VND01829,2024-01-20 20:23:56,VD,mooz cartões,SP,Santo André,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,REV0015,,,,,,,
VND01829,2024-01-20 20:23:56,VD,mooz cartões,SP,Santo André,Shampoo Match Escudo De Hidratação 300ml,2,47.9,14.0,Cabelos,REV0015,,,,,,,
VND01830,2024-02-18 19:26:00,Ecomm multi,mooz cartões,RS,Caxias do Sul,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0124,Feminino,1967-05-06,Chegou super rápido.,Entregue no Prazo,,Não
VND01830,2024-02-18 19:26:00,Ecomm multi,mooz cartões,RS,Caxias do Sul,Floratta Red Desodorante Colônia 75ml,3,229.9,92.0,Perfumaria Feminina,,CLI0124,Feminino,1967-05-06,Chegou super rápido.,Entregue no Prazo,,Não
VND01831,2025-07-27 12:38:07,Ecomm multi,mooz pix,MG,Ouro Preto,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,,CLI0064,Não-binário,1972-02-04,,Entregue no Prazo,,Sim
VND01831,2025-07-27 12:38:07,Ecomm multi,mooz pix,MG,Ouro Preto,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0064,Não-binário,1972-02-04,,Entregue no Prazo,,Sim
VND01832,2025-02-02 13:25:16,Ecomm multi,mooz cartões,PR,Curitiba,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,,CLI0352,Feminino,1967-08-03,Melhor creme da vida.,Entregue no Prazo,,Sim
VND01833,2025-11-02 12:26:19,lojas,outros meios de pagamento,ES,Vila Velha,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,FRQ027,,,,,,,
VND01833,2025-11-02 12:26:19,lojas,outros meios de pagamento,ES,Vila Velha,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,FRQ027,,,,,,,
VND01834,2025-03-01 20:46:49,lojas,mooz cartões,SP,Sorocaba,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,FRQ027,,,,,,,
VND01835,2024-11-28 13:35:12,Ecomm multi,mooz pix,MG,Contagem,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0121,Feminino,1985-06-09,,Entregue com Atraso,,Não
VND01836,2024-12-14 20:43:12,Ecomm mono,mooz cartões,PR,Londrina,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0045,Feminino,1994-09-01,,Entregue no Prazo,,Não
VND01836,2024-12-14 20:43:12,Ecomm mono,mooz cartões,PR,Londrina,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,,CLI0045,Feminino,1994-09-01,,Entregue no Prazo,,Não
VND01837,2024-08-14 20:28:17,VD,mooz cartões,SP,São Paulo,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,REV0046,,,,,,,
VND01837,2024-08-14 20:28:17,VD,mooz cartões,SP,São Paulo,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,REV0046,,,,,,,
VND01838,2025-03-18 20:56:54,Ecomm mono,mooz cartões,SP,Santos,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,,CLI0312,Não-binário,1978-11-18,Amei o cheiro!,Entregue no Prazo,,Não
VND01838,2025-03-18 20:56:54,Ecomm mono,mooz cartões,SP,Santos,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,,CLI0312,Não-binário,1978-11-18,Amei o cheiro!,Entregue no Prazo,,Não
VND01839,2024-12-27 12:28:20,Ecomm multi,mooz pix,PA,Santarém,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,,CLI0311,Masculino,2002-01-26,Amei o cheiro!,Entregue no Prazo,,Não
VND01839,2024-12-27 12:28:20,Ecomm multi,mooz pix,PA,Santarém,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0311,Masculino,2002-01-26,Amei o cheiro!,Entregue no Prazo,,Não
VND01840,2024-05-26 12:16:20,VD,mooz cartões,MA,Imperatriz,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,REV0001,,,,,,,
VND01840,2024-05-26 12:16:20,VD,mooz cartões,MA,Imperatriz,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,REV0001,,,,,,,
VND01841,2024-06-20 15:49:13,lojas,mooz pix,RJ,Nova Friburgo,Malbec Gold Desodorante Colônia 100ml,1,,78.0,Perfumaria Masculina,FRQ017,,,,,,,
VND01841,2024-06-20 15:49:13,lojas,mooz pix,RJ,Nova Friburgo,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,FRQ017,,,,,,,
VND01842,2026-01-08 15:43:58,Ecomm multi,mooz pix,BA,Porto Seguro,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,,CLI0055,Feminino,1975-04-03,Melhor creme da vida.,Entregue no Prazo,BOTAO20,Sim
VND01842,2026-01-08 15:43:58,Ecomm multi,mooz pix,BA,Porto Seguro,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,,CLI0055,Feminino,1975-04-03,Melhor creme da vida.,Entregue no Prazo,BOTAO20,Sim
VND01843,2024-12-02 15:59:03,lojas,mooz cartões,SP,Santo André,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,FRQ022,,,,,,,
VND01844,2024-05-29 08:46:41,Ecomm multi,mooz cartões,RJ,Macaé,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0396,Não-binário,1964-03-24,,Entregue no Prazo,,Não
VND01845,2025-04-26 13:37:18,Ecomm mono,mooz pix,SP,Sorocaba,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0237,Feminino,1993-07-15,,Entregue no Prazo,,Não
VND01846,2024-05-18 19:49:59,Ecomm mono,mooz pix,PR,Foz do Iguaçu,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,,CLI0153,Feminino,1989-03-26,,Entregue no Prazo,,Sim
VND01847,2025-06-11 20:39:33,Ecomm mono,mooz cartões,CE,Juazeiro No Norte,Lily Lumière Eau de Parfum 75ml,3,329.9,145.0,Perfumaria Feminina,,CLI0311,Masculino,2002-01-26,,Entregue no Prazo,,Não
VND01848,2025-11-19 12:26:42,VD,mooz pix,AM,Parintins,Malbec Desodorante Colônia 100ml,2,209.9,84.0,Perfumaria Masculina,REV0068,,,,,,,
VND01849,2025-11-24 20:53:44,lojas,mooz cartões,SP,São José dos Campos,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,FRQ021,,,,,,,
VND01849,2025-11-24 20:53:44,lojas,mooz cartões,SP,São José dos Campos,Cuide-se Bem Loção Corporal Deleite 200ml,2,78.9,24.0,Cuidados e Corpo,FRQ021,,,,,,,
VND01850,2025-07-01 20:37:10,lojas,mooz cartões,SP,Ribeirão Preto,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,FRQ023,,,,,,,
VND01850,2025-07-01 20:37:10,lojas,mooz cartões,SP,Ribeirão Preto,Floratta Red Desodorante Colônia 75ml,4,229.9,92.0,Perfumaria Feminina,FRQ023,,,,,,,
VND01851,2026-02-23 20:11:14,VD,mooz cartões,SP,São Carlos,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,REV0088,,,,,,,
VND01852,2025-12-28 08:07:18,Ecomm multi,mooz cartões,SP,Osasco,Lily Lumière Eau de Parfum 75ml,4,329.9,145.0,Perfumaria Feminina,,CLI0305,Não-binário,1969-04-17,Amei o cheiro!,Entregue no Prazo,MAES15,Não
VND01853,2025-08-22 19:22:20,Ecomm mono,mooz pix,SP,Piracicaba,Cuide-se Bem Loção Corporal Deleite 200ml,3,78.9,24.0,Cuidados e Corpo,,CLI0232,Não-binário,1967-02-13,,Entregue no Prazo,QUERO10,Sim
VND01854,2026-02-23 13:35:36,lojas,outros meios de pagamento,PR,Londrina,Floratta Red Desodorante Colônia 75ml,1,229.9,92.0,Perfumaria Feminina,FRQ021,,,,,,,
VND01855,2024-11-28 20:47:25,VD,mooz cartões,SP,Santos,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,REV0020,,,,,,,
VND01855,2024-11-28 20:47:25,VD,mooz cartões,SP,Santos,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,REV0020,,,,,,,
VND01856,2024-12-27 13:00:59,Ecomm mono,mooz pix,SP,Sorocaba,Make B. Base Líquida Mate Salicylic 30g,4,,38.0,Maquiagem e Skincare,,CLI0166,Feminino,1973-07-13,,Entregue no Prazo,MAES15,Sim
VND01857,2025-05-25 13:34:38,Ecomm mono,mooz cartões,SC,Joinville,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,,CLI0331,Masculino,1981-02-15,,Entregue no Prazo,,Sim
VND01857,2025-05-25 13:34:38,Ecomm mono,mooz cartões,SC,Joinville,Botik Sérum Alta Potência Ácido Hialurônico 30ml,2,169.9,59.0,Maquiagem e Skincare,,CLI0331,Masculino,1981-02-15,,Entregue no Prazo,,Sim
VND01858,2025-07-30 20:43:11,lojas,mooz cartões,SP,Mogi das Cruzes,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,FRQ015,,,,,,,
VND01859,2025-04-18 12:46:04,Ecomm mono,mooz cartões,RJ,Petrópolis,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0020,Masculino,1970-06-12,Amei o cheiro!,Entregue no Prazo,,Não
VND01860,2025-01-26 12:04:35,lojas,outros meios de pagamento,MS,Campo Grande,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,FRQ025,,,,,,,
VND01860,2025-01-26 12:04:35,lojas,outros meios de pagamento,MS,Campo Grande,Malbec Gold Desodorante Colônia 100ml,4,195.9,78.0,Perfumaria Masculina,FRQ025,,,,,,,
VND01861,2025-09-16 19:00:54,Ecomm mono,mooz cartões,PR,Curitiba,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0246,Não-binário,1964-11-08,Amei o cheiro!,Entregue no Prazo,,Não
VND01862,2025-06-07 19:29:28,Ecomm mono,mooz cartões,SP,São José dos Campos,Lily Creme Acetinado Hidratante Corporal 250g,4,149.9,45.0,Perfumaria Feminina,,CLI0400,Masculino,1996-10-03,Amei o cheiro!,Entregue no Prazo,,Não
VND01863,2024-06-03 12:42:33,VD,mooz cartões,SC,Joinville,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,REV0054,,,,,,,
VND01863,2024-06-03 12:42:33,VD,mooz cartões,SC,Joinville,Lily Creme Acetinado Hidratante Corporal 250g,3,149.9,45.0,Perfumaria Feminina,REV0054,,,,,,,
VND01864,2024-11-27 12:56:17,Ecomm multi,mooz pix,MG,Belo Horizonte,Make B. Base Líquida Mate Salicylic 30g,3,109.9,38.0,Maquiagem e Skincare,,CLI0214,Masculino,1974-07-23,,Entregue no Prazo,,Sim
VND01864,2024-11-27 12:56:17,Ecomm multi,mooz pix,MG,Belo Horizonte,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,,CLI0214,Masculino,1974-07-23,,Entregue no Prazo,,Sim
VND01865,2025-12-12 13:31:35,Ecomm mono,mooz cartões,RJ,Angra dos Reis,Cuide-se Bem Loção Corporal Deleite 200ml,1,78.9,24.0,Cuidados e Corpo,,CLI0002,Feminino,1974-03-24,,Entregue no Prazo,,Não
VND01866,2024-03-29 19:39:32,Ecomm multi,mooz cartões,SP,Santo André,Lily Lumière Eau de Parfum 75ml,2,329.9,145.0,Perfumaria Feminina,,CLI0157,Não-binário,1988-05-25,Amei o cheiro!,Entregue no Prazo,BOTAO20,Sim
VND01867,2025-12-04 12:45:41,Ecomm multi,mooz pix,PR,Londrina,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,,CLI0225,Feminino,1983-03-10,O produto veio quebrado.,Entregue no Prazo,BOTAO20,Sim
VND01868,2024-05-27 15:33:12,VD,mooz cartões,MT,Várzea Grande,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,REV0018,,,,,,,
VND01868,2024-05-27 15:33:12,VD,mooz cartões,MT,Várzea Grande,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,REV0018,,,,,,,
VND01869,2025-07-23 12:28:00,VD,mooz pix,SP,São Paulo,Cuide-se Bem Loção Corporal Deleite 200ml,4,78.9,24.0,Cuidados e Corpo,REV0100,,,,,,,
VND01869,2025-07-23 12:28:00,VD,mooz pix,SP,São Paulo,Make B. Base Líquida Mate Salicylic 30g,2,109.9,38.0,Maquiagem e Skincare,REV0100,,,,,,,
VND01870,2024-08-18 08:35:37,Ecomm mono,mooz pix,SP,Mogi das Cruzes,Lily Creme Acetinado Hidratante Corporal 250g,1,149.9,45.0,Perfumaria Feminina,,CLI0195,Feminino,1996-01-12,,Entregue no Prazo,,Não
VND01871,2024-03-09 12:59:53,VD,mooz cartões,RJ,Teresópolis,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,REV0061,,,,,,,
VND01872,2025-01-05 19:11:00,Ecomm mono,mooz cartões,SP,Santos,Floratta Red Desodorante Colônia 75ml,2,229.9,92.0,Perfumaria Feminina,,CLI0179,Não-binário,1980-06-25,Melhor creme da vida.,Entregue no Prazo,,Não
VND01872,2025-01-05 19:11:00,Ecomm mono,mooz cartões,SP,Santos,Make B. Base Líquida Mate Salicylic 30g,1,109.9,38.0,Maquiagem e Skincare,,CLI0179,Não-binário,1980-06-25,Melhor creme da vida.,Entregue no Prazo,,Não
VND01873,2025-11-21 20:57:56,Ecomm multi,mooz pix,RJ,Cabo Frio,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,,CLI0309,Não-binário,1997-03-08,,Entregue com Atraso,,Não
VND01874,2024-06-20 12:24:42,Ecomm mono,mooz cartões,MG,Belo Horizonte,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0208,Masculino,1976-06-09,Chegou super rápido.,Entregue no Prazo,,Não
VND01875,2025-01-10 20:57:12,lojas,mooz pix,CE,Sobral,Malbec Desodorante Colônia 100ml,4,209.9,84.0,Perfumaria Masculina,FRQ025,,,,,,,
VND01876,2025-06-30 20:43:57,Ecomm multi,mooz cartões,PE,Caruaru,Malbec Desodorante Colônia 100ml,1,209.9,84.0,Perfumaria Masculina,,CLI0176,Feminino,1965-11-14,,Entregue no Prazo,,Não
VND01877,2025-06-17 15:46:25,VD,mooz pix,SP,Osasco,Lily Lumière Eau de Parfum 75ml,1,329.9,145.0,Perfumaria Feminina,REV0076,,,,,,,
VND01877,2025-06-17 15:46:25,VD,mooz pix,SP,Osasco,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,REV0076,,,,,,,
VND01878,2024-06-24 12:02:43,Ecomm mono,mooz pix,RS,Gramado,Lily Creme Acetinado Hidratante Corporal 250g,2,149.9,45.0,Perfumaria Feminina,,CLI0136,Feminino,1972-07-22,Chegou super rápido.,Entregue no Prazo,,Não
VND01878,2024-06-24 12:02:43,Ecomm mono,mooz pix,RS,Gramado,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0136,Feminino,1972-07-22,Chegou super rápido.,Entregue no Prazo,,Não
VND01879,2024-04-21 20:07:05,VD,outros meios de pagamento,SP,Santo André,Shampoo Match Escudo De Hidratação 300ml,3,47.9,14.0,Cabelos,REV0048,,,,,,,
VND01879,2024-04-21 20:07:05,VD,outros meios de pagamento,SP,Santo André,Malbec Desodorante Colônia 100ml,3,209.9,84.0,Perfumaria Masculina,REV0048,,,,,,,
VND01880,2026-04-18 12:15:22,Ecomm multi,mooz cartões,RJ,Macaé,Malbec Gold Desodorante Colônia 100ml,3,195.9,78.0,Perfumaria Masculina,,CLI0341,Masculino,2001-07-04,Amei o cheiro!,Entregue no Prazo,,Não
VND01880,2026-04-18 12:15:22,Ecomm multi,mooz cartões,RJ,Macaé,Botik Sérum Alta Potência Ácido Hialurônico 30ml,1,169.9,59.0,Maquiagem e Skincare,,CLI0341,Masculino,2001-07-04,Amei o cheiro!,Entregue no Prazo,,Não
VND01881,2025-03-04 19:22:39,Ecomm multi,mooz cartões,SP,São Paulo,Make B. Base Líquida Mate Salicylic 30g,4,109.9,38.0,Maquiagem e Skincare,,CLI0170,Feminino,1991-04-09,,Entregue no Prazo,BOTAO20,Sim
VND01881,2025-03-04 19:22:39,Ecomm multi,mooz cartões,SP,São Paulo,Malbec Gold Desodorante Colônia 100ml,1,195.9,78.0,Perfumaria Masculina,,CLI0170,Feminino,1991-04-09,,Entregue no Prazo,BOTAO20,Sim
